source,source_label,target,target_label
85,Anthony Hopkins,5306,Samuel West
81,Dominic Cooper,4160,Ruth Negga
546,Jennifer Jason Leigh,5307,David Thewlis
54,Jim Broadbent,721,Phil Davis
529,Catherine Deneuve,5308,Emmanuelle Béart
157,Cary-Hiroyuki Tagawa,5309,Vernee Watson
87,Janeane Garofalo,5310,Kevin Rahm
707,Zoë Kravitz,606,Jim Gaffigan
215,Bob Hoskins,941,Sally Hawkins
301,Colin Firth,3458,Gina McKee
872,Kurtwood Smith,5311,Amy Locane
1294,Faye Dunaway,2713,John Gielgud
1295,Sean Lennon,5312,Evan McGuire
145,James Corden,5313,Mary Catherine Garrison
836,Hunter Parrish,274,Rory Culkin
491,Jerry Ferrara,5314,Alexa Havins
298,Rufus Sewell,292,Charlotte Rampling
24,Robert Downey Jr.,117,Alfre Woodard
1058,Anna Friel,1124,Steven Mackintosh
1296,Alexia Fast,5315,Kesun Loder
169,Will Ferrell,1151,Jacob Vargas
118,Rupert Grint,5180,Geoff Bell
465,John de Lancie,5200,Johnny Whitworth
6,Tom Hardy,461,Kevin McNally
511,Brian Dennehy,2766,Dash Mihok
582,Michael Angarano,905,William Hootkins
1297,Ian Tracey,5316,William Shimell
1298,Mitsuo Iwata,5317,Tesshô Genda
77,Paul Walker,254,Jason Flemyng
1299,Stephen McHattie,5318,Julie LeBreton
1300,Rachel Ann Mullins,4449,Grant Bowler
1301,Leehom Wang,1605,Jack Kao
1302,Celia Imrie,5319,Darren Boyd
1303,Mckenna Grace,5320,Natalie Coughlin
292,Charlotte Rampling,5321,Jean-Claude Lecas
1304,Spencer Wilding,5322,Kacey Clarke
307,Delroy Lindo,5323,Anna Katarina
1305,Scott Takeda,5324,Craig Sheffer
133,Morgan Freeman,3558,Patti LuPone
162,Vanessa Williams,71,Vivica A. Fox
1306,Françoise Yip,5325,Garvin Cross
417,Viggo Mortensen,5326,Ángela Molina
9,J.K. Simmons,5327,Todd Louiso
547,Jay Hernandez,5328,Stanislav Ianevski
81,Dominic Cooper,5329,Ellie Kendrick
168,Frances Conroy,4978,Clyde Kusatsu
1307,Joely Richardson,5330,Nastassja Kinski
150,Jason Patric,3085,Alan Van Sprang
1308,Molly Parker,4550,Kari Matchett
343,Ivana Milicevic,3346,Richard Bull
1309,Eric Johnson,2824,Tiffany Dupont
9,J.K. Simmons,363,Clifton Collins Jr.
33,Jeff Bridges,1011,Bruce Dern
1310,Sandrine Kiberlain,5331,Roschdy Zem
1062,Samantha Morton,5332,Natalie Mendoza
215,Bob Hoskins,2822,Vincent Regan
205,Don Cheadle,996,Jennifer Esposito
1141,Mia Wasikowska,4686,Mark Williams
1311,Akon,5333,Razaaq Adoti
1312,Saif Ali Khan,5334,Vic Aviles
529,Catherine Deneuve,5335,Danielle Darrieux
1011,Bruce Dern,4346,Haley Bennett
1313,Max Riemelt,5336,Jennifer Ulrich
66,Keanu Reeves,5337,Charles Baker
447,Joseph Gilgun,3091,Sean Harris
9,J.K. Simmons,399,Kirsten Dunst
1314,George Coe,5338,Ayla Kell
9,J.K. Simmons,677,Rainn Wilson
1315,Darren Shahlavi,5339,Brahim Achabbakhe
646,Desmond Llewelyn,5340,Jill St. John
213,Al Pacino,229,Robert Duvall
1316,Michael Nouri,5341,Lee Ving
61,Joseph Gordon-Levitt,339,Zooey Deschanel
188,Holly Hunter,5342,Geneviève Lemon
53,Channing Tatum,75,Matthew McConaughey
1317,Sullivan Stapleton,5343,Angus Sampson
669,Yaphet Kotto,3375,Clifton James
124,Clint Howard,5344,Cody Linley
35,Ryan Reynolds,5345,Paulina Gerzon
349,Gary Dourdan,2740,Laz Alonso
23,Leonardo DiCaprio,4023,Steve Bisley
24,Robert Downey Jr.,2869,Alex Borstein
96,Philip Seymour Hoffman,5346,Kwesi Ameyaw
400,Quentin Tarantino,114,Salma Hayek
177,Milla Jovovich,209,Shirley Henderson
399,Kirsten Dunst,51,Oliver Platt
1004,Farrah Fawcett,1278,Peter Ustinov
21,Christopher Lee,646,Desmond Llewelyn
410,Bill Duke,3386,Carl Weathers
1318,MyAnna Buring,5347,Craig Conway
195,Bill Murray,5348,Bob Costas
654,Zach Gilford,5349,Vanessa Ray
1075,Lily Tomlin,3684,David Patrick Kelly
1319,Sid Haig,1718,Lew Temple
224,Sarah Michelle Gellar,1915,Emma Caulfield
1320,Kimberly Elise,4573,Kiersey Clemons
288,LL Cool J,627,Nia Long
27,Albert Finney,2102,Rory Kinnear
1319,Sid Haig,5350,Erin Daniels
1321,Bernard Fox,5351,Charles Aidman
1322,Michael Stuhlbarg,5352,Peter Breitmayer
195,Bill Murray,454,Bill Cobbs
486,Julian Sands,4794,Lori Singer
805,Minnie Driver,5353,Darryl Stephens
301,Colin Firth,5302,Keri Lynn Pratt
1323,Irvin Kershner,4627,Roberts Blossom
1324,Jonathan Brandis,4786,Shawn Hatosy
1325,Indira Varma,1395,Anupam Kher
1326,Roy Billing,1345,Deborah Mailman
937,Jeffrey Jones,5354,Lil' Wayne
1327,Michael J. Pollard,5355,Alastair Duncan
1328,Melinda Clarke,4051,Aaron Stanford
206,Anne Hathaway,5356,Miriama Smith
1068,Jensen Ackles,1581,John Savage
1176,Shah Rukh Khan,1395,Anupam Kher
641,Alice Braga,4266,Jose Pablo Cantillo
420,Matt Walsh,1829,Katie Aselton
751,Bruce McGill,1953,Jack Warden
101,Ed Begley Jr.,658,Kurt Fuller
566,Hayden Christensen,560,Beth Grant
1329,Ezra Miller,5357,Ashley Gerasimovich
1330,Samantha Barks,1083,Lesley Manville
722,Ellen Burstyn,5358,Jennifer Butler
59,Tom Cruise,5359,Rick Rossovich
22,Naomi Watts,2859,Carla Gallo
529,Catherine Deneuve,5360,Jack O'Halloran
908,Christian Clavier,5361,Valérie Lemercier
1331,Nathalie Fay,5362,Erin Wasson
1332,Geoff Stults,5363,Derek Wayne Johnson
372,Taylor Negron,223,Larry Miller
61,Joseph Gordon-Levitt,677,Rainn Wilson
621,Richard E. Grant,5364,Richard Graham
112,Matt Damon,1766,NA
245,Olivia Williams,5365,Eleanor Bron
255,Steve Carell,1866,Luke Grimes
1333,Lynn Cohen,2765,Dan Hedaya
1334,Leonid Yarmolnik,5366,Valentin Golubenko
11,Chris Hemsworth,2212,Paul Sanchez
688,Emily Watson,1218,Miranda Richardson
395,Norman Reedus,5367,Bob Marley
1335,Michael Wong,5368,Stephen Au
435,Alden Ehrenreich,3921,Joanne Whalley
1336,Erin Fitzgerald,5369,Ivan Okhlobystin
1337,Debi Derryberry,5370,Cindy Robinson
306,Clint Eastwood,5371,Sydney Penny
1338,Ben Browder,486,Julian Sands
177,Milla Jovovich,815,Cole Hauser
1158,Lucas Grabeel,5372,Olesya Rulin
1339,Gordon Pinsent,5373,John Ralston
1340,Rex Baker,5374,Travis Aaron Wade
1341,Heike Makatsch,5375,Maria Schrader
274,Rory Culkin,3135,Tim DeKay
1342,Glenn Plummer,5376,Mark De Alessandro
40,Jennifer Lawrence,5377,Gil Bellows
1343,Lubna Azabal,5378,Ahmad Massad
1344,Laura Morante,5379,Giulia Michelini
54,Jim Broadbent,3247,Michael McElhatton
1157,Wagner Moura,5380,André Ramiro
117,Alfre Woodard,5381,Gabriel Bateman
1345,Deborah Mailman,5382,Jessica Mauboy
1346,John Cothran,5383,Na'Blonka Durden
906,Esai Morales,5384,Danielle von Zerneck
1347,Rita Moreno,5385,Sandy Dennis
1348,Angie Dickinson,951,Nancy Allen
1048,Curtis Armstrong,2210,Anne Heche
678,Sarah Polley,4895,Scott Wolf
1349,Greg Germann,5386,Jake Cherry
1350,David Wayne,5387,Eric Christmas
1351,Leon,4676,Ned Bellamy
1352,Merab Ninidze,5388,Matthias Habich
128,Michael Fassbender,2383,James Badge Dale
6,Tom Hardy,4377,Jamie Foreman
1353,Emily Podleski,3244,Brenda Strong
791,Alexander Skarsgård,1823,Jason Ritter
52,Robin Wright,782,Sissy Spacek
292,Charlotte Rampling,5389,Stellan Skarsgård
29,Steve Buscemi,1143,Eamonn Walker
170,Ray Winstone,2108,Temuera Morrison
1172,Sam Riley,1291,Alexandra Maria Lara
283,Michael Biehn,4984,Paul Winfield
1354,Florian Lukas,2883,Burghart Klaußner
1057,Stephen Graham,5390,Maurice Roëves
1355,Linnea Quigley,5391,Beverly Randolph
1356,Maria Pia Calzone,5392,Marco D'Amore
993,Ethan Suplee,3725,Joey Lauren Adams
1357,Olivia Newton-John,1475,Sid Caesar
4,Johnny Depp,2259,Kevin Dillon
1358,Osama bin Laden,5393,Ricky Martin
1359,Katharine Ross,5394,Kenneth Mars
1360,Ed Wynn,5395,Elsa Lanchester
551,Adam Baldwin,4156,Judd Hirsch
54,Jim Broadbent,1589,Cécile De France
1347,Rita Moreno,3104,Richard Beymer
195,Bill Murray,1286,Brian Doyle-Murray
433,Julie Benz,2181,Jenifer Lewis
539,Omar Epps,2556,Richard T. Jones
14,Kevin Spacey,1572,Kevin Pollak
1361,Lisa Wilcox,5396,Matthew Borlenghi
35,Ryan Reynolds,5397,Erik Estrada
444,Mark Margolis,5398,Ajay Naidu
767,Joseph Cotten,5399,Jennifer Jones
103,John Michael Higgins,1170,Michael McKean
809,Donald Pleasence,1610,Tom Atkins
1362,Tisha Campbell-Martin,4551,Bill Nunn
1005,Lochlyn Munro,3129,Tamala Jones
1363,Sammo Kam-Bo Hung,5400,Rachel Blakely
1170,Michael McKean,5229,Laura Harris
221,Julia Roberts,2942,Conchata Ferrell
54,Jim Broadbent,4168,Lily James
60,Jeanne Tripplehorn,5401,John Lynch
1160,Corbin Bernsen,5402,David Alan Grier
250,David Oyelowo,5403,Abby Mukiibi Nkaaga
809,Donald Pleasence,4214,Troy Evans
75,Matthew McConaughey,5404,Rick Dial
292,Charlotte Rampling,1766,NA
1087,John Heard,5405,Amy Madigan
87,Janeane Garofalo,1796,Gaby Hoffmann
9,J.K. Simmons,354,Olivia Wilde
169,Will Ferrell,5406,Luis E. Carazo
1329,Ezra Miller,5407,Dominik García-Lorido
205,Don Cheadle,5408,Wale Ojo
603,Drake Bell,4346,Haley Bennett
399,Kirsten Dunst,585,Scott Glenn
54,Jim Broadbent,2657,Brenda Blethyn
1364,Hugh M. Hefner,5409,Raquel Alessi
113,Jim Parsons,3594,Michael Weston
224,Sarah Michelle Gellar,1925,Lawrence Gilliard Jr.
1365,Francis Capra,2421,Enrico Colantoni
1366,John Cameron Mitchell,2982,Andrea Martin
1367,Antoni Corone,5410,Todd Susman
1368,Rachel Alig,5411,Alexis Kendra
566,Hayden Christensen,2581,Cas Anvar
1369,Chelcie Ross,5412,Polly Noonan
575,Stockard Channing,5413,Frederick Weller
1370,William Holden,5414,L.Q. Jones
538,Mary-Kate Olsen,4654,Method Man
1371,Lesley-Anne Down,5415,Pamela Salem
1062,Samantha Morton,5416,Paul Popplewell
1372,Michael Berryman,5417,Marc Singer
986,Aidan Quinn,5418,Sammy Nagi Njuguna
1373,Benoît Magimel,5419,Mélanie Doutey
401,Jennifer Ehle,3811,Cara Seymour
31,Bingbing Li,5420,Ji-hyun Jun
140,Tim Blake Nelson,5421,Ritchie Montgomery
1374,James Nesbitt,1497,Peter McNamara
212,Meryl Streep,233,Vanessa Redgrave
75,Matthew McConaughey,5108,Sarah Wright
1375,Noam Chomsky,5422,Bill Baird
1178,Henry Thomas,4786,Shawn Hatosy
1376,Catherine Bell,3275,Tim Guinee
1377,Pruitt Taylor Vince,5423,Robert Wahlberg
44,Charlie Hunnam,782,Sissy Spacek
266,Connie Nielsen,5424,John Bell
1378,Drew Waters,815,Cole Hauser
816,Romola Garai,2321,Rupert Evans
1379,Debbie Harry,5425,Reiner Schwarz
832,Romain Duris,3128,Iddo Goldberg
206,Anne Hathaway,5426,Li Jun Li
353,Ryan Gosling,2966,Agnes Bruckner
1380,Yorick van Wageningen,5427,Martijn Lakemeier
335,Billy Burke,410,Bill Duke
1381,Jeanne Moreau,5428,Michel Simon
532,Mira Sorvino,5429,Trieu Tran
580,Jon Foo,5430,Johnny Nguyen
362,Sean Pertwee,5306,Samuel West
1382,Simon Bird,5431,James Buckley
616,Archie Panjabi,1395,Anupam Kher
119,Miguel Ferrer,1741,Timothy Hutton
1383,Wesley Jonathan,5432,Eva Marcille
1384,Asin,5433,Johnny Lever
1385,Jonathan D. Mellor,5434,Andrea Ros
1386,Kayla Jackson,5435,Kayla Raparelli
352,Eileen Brennan,2326,Ray Walston
1387,Alice Krige,2713,John Gielgud
598,Cicely Tyson,5208,Tamara Taylor
1249,Noah Taylor,5436,Nicholas Bell
61,Joseph Gordon-Levitt,5437,Tony Danza
306,Clint Eastwood,5438,John Hillerman
62,Scarlett Johansson,2160,T.J. Thyne
144,Kate Winslet,4470,Kris Marshall
1388,Stephen Macht,5194,Angelo Rossitto
1389,Jean-Baptiste Maunier,5439,Gérard Jugnot
612,Paul Sorvino,5440,Claudia Ferri
1390,Alexis Dziena,2076,Franky G
1391,Ruby Dee,1665,Danny Aiello
224,Sarah Michelle Gellar,3725,Joey Lauren Adams
1392,Jean-Pierre Léaud,5441,Jean-Pierre Darroussin
1393,Philippe Nahon,5442,Jo Prestia
1394,Lindsay Kay Hayward,5443,Shinobu Terajima
1395,Anupam Kher,5444,Madhavan
1396,Kim Shaw,5445,David Dastmalchian
606,Jim Gaffigan,5446,Mike Eshaq
67,Jon Hamm,5447,Ron Silver
215,Bob Hoskins,5448,Shane Meadows
1397,Aksel Hennie,5449,Julie R. Ølgaard
1398,Russell Tovey,2413,Bronagh Gallagher
1399,Campbell Scott,1339,Gordon Pinsent
1062,Samantha Morton,5450,Colin Farrell
1400,Teresa Wright,5451,George Voskovec
1401,Abhishek Bachchan,5452,Prateik
630,Lin Shaye,5191,Leigh Whannell
978,Emmanuelle Vaugier,1713,Shawnee Smith
74,Bradley Cooper,5453,Sumalee Montano
845,Bam Margera,3279,Chris Pontius
335,Billy Burke,5381,Gabriel Bateman
1402,Johanna Braddy,1292,Christopher Nicholas Smith
630,Lin Shaye,5454,Daren Kagasoff
1403,John Saxon,5455,Jennifer Rubin
513,Busy Philipps,4594,Wendell Pierce
1404,Eugenio Derbez,5456,Hugo Stiglitz
1405,Matt Shively,5457,Alisha Boe
1186,Richard Burton,5458,Victor Mature
1406,Burt Kwouk,5459,Catherine Schell
4,Johnny Depp,669,Yaphet Kotto
236,Charlize Theron,1377,Pruitt Taylor Vince
394,James Mason,5460,Paul Lukas
1407,Richard Cabral,3517,Molly Ephraim
85,Anthony Hopkins,2835,Dexter Fletcher
75,Matthew McConaughey,823,Denis O'Hare
354,Olivia Wilde,1725,Donald Glover
638,Callum Rennie,5461,Jorja Fox
1408,James Lafferty,5462,Garrett Ryan
993,Ethan Suplee,4106,Brian O'Halloran
388,Julie Walters,5463,Jamie Draven
255,Steve Carell,5174,Jim Rash
1409,William Schallert,5464,Helen Martin
1410,Tony Bonner,5465,Tom Burlinson
179,Frank Welker,5466,Alice Playten
1411,John Beasley,5467,June Carter Cash
1294,Faye Dunaway,3601,Diana Scarwid
339,Zooey Deschanel,253,Steve Coogan
1033,William Hurt,2580,David Kross
88,Bernie Mac,5468,Chrystale Wilson
484,Mekhi Phifer,1087,John Heard
1196,Ben Feldman,5469,Perdita Weeks
1185,Boris Kodjoe,1063,Sharon Leal
1193,Jurnee Smollett-Bell,1534,Diahann Carroll
227,Kristen Stewart,1082,Seth Gilliam
1412,Gene Tierney,3363,Jean Simmons
240,Sylvester Stallone,5470,Persis Khambatta
1413,Kane Hodder,5471,Scott Reeves
935,Nia Vardalos,4809,Lainie Kazan
185,James Franco,5472,Rachel Korine
809,Donald Pleasence,5027,Mitchell Ryan
1414,Maribel Verdú,5473,María Aura
1415,Peter Serafinowicz,2161,Rafe Spall
1416,Jessica Lowndes,4346,Haley Bennett
75,Matthew McConaughey,5474,Miriam Colon
809,Donald Pleasence,5475,Ellie Cornell
982,Thomas F. Wilson,5476,Clayton Rohner
902,Steve Guttenberg,2761,Ellen Barkin
381,David Carradine,5477,Robert Beltran
1417,Warren Christie,5478,Andrew Airlie
363,Clifton Collins Jr.,4295,Paul Dooley
1418,Sterling Jerins,5479,Sahajak Boonthanakit
1419,Vanna Bonta,740,Rip Torn
1420,Gina Lollobrigida,5480,Finlay Currie
1421,Fred Willard,4624,Russell Peters
679,Eddie Cibrian,225,Wood Harris
1422,Gary Cooper,5481,Adolphe Menjou
795,Donald Faison,5482,Lauren London
1423,Lara Jill Miller,5483,Mona Marshall
517,Macaulay Culkin,1144,Eva Amurri Martino
1424,Marie-Josée Croze,5484,Marina Hands
1425,Robert Shaw,5485,Nicol Williamson
1426,Brendan Fehr,4469,Izabella Miko
45,Harrison Ford,4316,Franco Nero
1427,Fran Drescher,5486,Michael Richards
933,Linda Cardellini,1559,Shirley Jones
453,Natasha Lyonne,5487,Jessica Walter
1428,Claudia Cardinale,5488,Jack Elam
214,Jon Favreau,5489,Jonathan Silverman
14,Kevin Spacey,2499,Benedict Wong
847,Miranda Cosgrove,2435,Carter Jenkins
1429,Norbert Ferrer,5490,Chloe Hollings
239,Bruce Greenwood,5491,Simon Baker
1260,Lambert Wilson,5492,Olivier Rabourdin
12,Alan Rickman,4539,Greg Collins
1430,Cassandra Peterson,5493,Bess Armstrong
144,Kate Winslet,5494,Liz Mullane
566,Hayden Christensen,5495,Cynthia Barrett
169,Will Ferrell,391,Stephen Root
1431,Kim Dickens,2992,Angela Featherstone
37,Christian Bale,2173,Reg E. Cathey
1432,Dana Delany,4553,David Clennon
122,Jeremy Renner,5221,Robert Pralgo
775,Dianne Wiest,5140,Tammy Blanchard
517,Macaulay Culkin,5496,Marilyn Manson
1433,Alia Shawkat,4881,Joe Cole
1434,Liza Minnelli,5497,Winter Ave Zoli
504,Joaquim de Almeida,5498,Kristoffer Polaha
1435,Andrew Wilson,5499,Lumi Cavazos
417,Viggo Mortensen,1294,Faye Dunaway
1436,Akshaye Khanna,5500,Darshan Jariwala
1437,Jeffrey Frost,5501,Ken Davis
1438,Raymond Burr,5502,Jim Byrnes
927,Katrina Bowden,756,Chelan Simmons
194,Adam Scott,272,Martin Landau
1439,Judith Anderson,5503,Laraine Day
993,Ethan Suplee,5504,Sara Gilbert
1440,Meghan Ory,5505,Corey Sevier
1441,Ocean James,5506,Olivia DeJonge
1442,Mike Figueroa,5507,Kel O'Neill
456,Adam Garcia,5508,Alice Evans
188,Holly Hunter,499,Bokeem Woodbine
1443,Glenn Campbell,5509,Jelena Nik
1444,Luis Tosar,5510,Marta Etura
1445,Dave Legeno,5511,Georgia Groome
972,Henry Ian Cusick,4521,Shenae Grimes-Beech
377,Alyson Hannigan,341,Jim Belushi
759,Heather Locklear,5512,Katie Leclerc
1160,Corbin Bernsen,5513,Timothy Omundson
855,Billy Crudup,5514,David Adam Flannery
152,Chazz Palminteri,1665,Danny Aiello
285,Gary Cole,576,Cheryl Hines
1446,Teri Polo,764,Nicholas Gonzalez
79,Nicolas Cage,5515,Tomiwa Edun
1447,James Frain,5516,Lisa Kay
1448,David Huddleston,990,Hal Holbrook
314,Michael Rapaport,467,Costas Mandylor
1449,David Raizor,489,Martin Kove
4,Johnny Depp,453,Natasha Lyonne
1450,Mikal Vega,5517,Ed Quinn
1451,Julia Jentsch,5518,Milan Lasica
1452,Udo Kier,5519,Birol Ünel
229,Robert Duvall,2553,J.T. Walsh
351,Isaac Hempstead Wright,5520,Joseph Mawle
547,Jay Hernandez,4443,Rick Hoffman
253,Steve Coogan,1208,Dylan Moran
1453,Katy Mixon,5521,Robert Longstreet
1454,Alex Rocco,5522,Katherine Helmond
118,Rupert Grint,65,Tamsin Egerton
795,Donald Faison,2514,Dagmara Dominczyk
1455,Bill Johnson,5523,Jim Siedow
633,James Coburn,950,Jason Robards
353,Ryan Gosling,5524,Yayaying Rhatha Phongam
393,Denis Lavant,5525,Emmanuelle Bercot
1456,Maria Conchita Alonso,2337,Camryn Manheim
1457,Bhama,5526,Dileep Raj
72,Gerard Butler,5527,Jack McElhone
1458,Keith Carradine,1299,Stephen McHattie
1459,Sara Forestier,3977,Zinedine Soualem
707,Zoë Kravitz,5528,Kim Ly
389,Eddie Redmayne,776,Stephen Dillane
1460,William Kircher,5529,Paul Glover
902,Steve Guttenberg,3150,Michael Winslow
1461,Brooke Shields,4877,Leo McKern
939,Kristin Scott Thomas,4628,Simon Callow
546,Jennifer Jason Leigh,142,Vincent Schiavelli
1462,Royal Dano,5530,James Robertson Justice
96,Philip Seymour Hoffman,4051,Aaron Stanford
1463,Dan Fogler,2483,KaDee Strickland
267,Christopher Meloni,5531,Peter Spellos
722,Ellen Burstyn,5532,Louise Lasser
1464,Dana Andrews,5533,Frank McHugh
1465,Mía Maestro,5534,Miguel Ángel Solá
341,Jim Belushi,5535,Juan Fernández
1466,Alex Kendrick,4536,Patricia Heaton
43,Jake Gyllenhaal,1706,James Duval
1467,Jaime Camil,5536,Joaquín Cosio
1468,Jan Decleir,5537,Hans Kesting
326,Patrick Fugit,1379,Debbie Harry
1469,Rich Pecci,292,Charlotte Rampling
1117,Min-sik Choi,5538,Hye-jeong Kang
1470,Nicolas Giraud,5539,Marie Féret
38,Jason Statham,1226,Danny Dyer
1471,Simon Yam,4451,Josie Ho
104,Sam Shepard,530,Stephen Rea
1472,Oksana Akinshina,5540,Lyubov Agapova
25,Liam Neeson,2394,Chandler Canterbury
1473,Jimmy Shergill,5541,Dimple Kapadia
919,Scatman Crothers,1166,Louise Fletcher
1474,Katherine McNamara,5542,Braeden Lemasters
1475,Sid Caesar,1209,Bernadette Peters
1476,Nimrat Kaur,5543,Purab Kohli
84,Zack Ward,5544,Megan Follows
507,Michael Jai White,5545,Lateef Crowder
180,Hayley Atwell,2256,Alan Ford
170,Ray Winstone,5546,Amanda Redman
1477,Fabian Bolin,5547,Matias Varela
594,Keisha Castle-Hughes,5548,Tammy Davis
1478,Vidya Balan,5549,Paresh Rawal
1479,Yangzom Brauen,5550,Anna Katharina Schwabroh
28,Hugh Jackman,2295,Nonso Anozie
1158,Lucas Grabeel,5372,Olesya Rulin
332,Dorian Missick,2761,Ellen Barkin
1035,Jason Priestley,5260,Danny Webb
693,Konstantin Khabenskiy,5551,Zhanna Friske
54,Jim Broadbent,530,Stephen Rea
1480,Art Hindle,5552,Tony Ganios
1481,Julian Richings,5553,Kathleen Munroe
1482,Judith O'Dea,5554,S. William Hinzman
62,Scarlett Johansson,5555,Catherine Lambert
743,Woody Allen,1120,Shelley Duvall
1483,Gloria Grahame,5556,Cornel Wilde
37,Christian Bale,2374,Ben Mendelsohn
143,Heath Ledger,5557,Marcus Lyle Brown
1307,Joely Richardson,5558,David A Cole
79,Nicolas Cage,486,Julian Sands
1484,Molly C. Quinn,1005,Lochlyn Munro
1355,Linnea Quigley,5391,Beverly Randolph
554,Austin Pendleton,1350,David Wayne
629,Ryan Guzman,5559,Adam Hicks
1420,Gina Lollobrigida,5560,Sidney James
188,Holly Hunter,499,Bokeem Woodbine
165,Josh Hutcherson,954,Yaya DaCosta
1485,Meg Foster,5561,George 'Buck' Flower
633,James Coburn,5562,Gordon Jackson
1486,Marlee Matlin,5563,Armin Shimerman
427,Muse Watson,3680,Ashley Bell
1487,Ellar Coltrane,5564,Libby Villari
62,Scarlett Johansson,5180,Geoff Bell
157,Cary-Hiroyuki Tagawa,733,Erick Avari
1488,Angell Conwell,5565,DJ Pooh
561,Mo'Nique,666,Faizon Love
337,Estella Warren,4786,Shawn Hatosy
1489,Montgomery Clift,5566,Thelma Ritter
89,Robin Williams,274,Rory Culkin
294,Vincent Pastore,5567,Peter Appel
779,Frank Grillo,4763,Zena Grey
1490,Geraldine Chaplin,5568,Fernando Cayo
1491,Ashley Rickards,5569,Gabriel Iglesias
842,Ian Somerhalder,363,Clifton Collins Jr.
1492,Roscoe Lee Browne,5570,Philippe Noiret
584,Dylan Baker,5571,Amy Hill
114,Salma Hayek,277,Lili Taylor
1139,Jeremy Davies,3133,Lesley Ann Warren
777,Laura Ramsey,5572,Benjamin Fletcher
521,Michael Wincott,1455,Bill Johnson
164,Catherine O'Hara,223,Larry Miller
343,Ivana Milicevic,542,Bridgette Wilson-Sampras
710,Philip Baker Hall,4632,Jayne Eastwood
93,Kelli Garner,1552,Nancy O'Dell
1493,Anna Gunn,391,Stephen Root
1494,Stephanie Leonidas,5573,Rob Brydon
1495,Collin Alfredo St. Dic,5574,Puti Sri Candra Dewi
1372,Michael Berryman,3118,Richard Lynch
582,Michael Angarano,4441,Rita Wilson
170,Ray Winstone,5575,Elena Satine
152,Chazz Palminteri,968,Ernie Reyes Jr.
47,Kelly Macdonald,486,Julian Sands
1496,Kylie Minogue,393,Denis Lavant
79,Nicolas Cage,5576,Ronnie Gene Blevins
1497,Peter McNamara,4184,Ralph Ineson
417,Viggo Mortensen,2043,Hal Landon Jr.
1498,Lauren Ambrose,5577,Beth Broderick
674,Craig Ferguson,2662,Mary McCormack
1499,Hector Kotsifakis,5578,Arcelia Ramírez
1500,Noah Emmerich,5579,Zoe Levin
1058,Anna Friel,4767,Pauline McLynn
1501,Rachel Griffiths,5580,Rob Jarvis
52,Robin Wright,2374,Ben Mendelsohn
114,Salma Hayek,2866,Olivia d'Abo
1444,Luis Tosar,5581,Aida Folch
1502,Connor Paolo,3060,Nick Damici
1503,Doug Brochu,5582,Brandon Mychal Smith
66,Keanu Reeves,1003,Gretchen Mol
1157,Wagner Moura,5583,Jesuíta Barbosa
642,George Kennedy,127,Demi Moore
1504,Ed Speleers,3091,Sean Harris
1147,David Hewlett,1424,Marie-Josée Croze
693,Konstantin Khabenskiy,5584,Eugenia Khirivskaya
757,Blythe Danner,5585,Howard Caine
1505,Saad Siddiqui,5586,Fadia Nadda
1506,Jean Harlow,5587,James Hall
478,Debra Messing,5588,Peter Jacobson
1507,Lily Rabe,5589,Kira McLean
1508,Robin McLeavy,5590,Victoria Thaine
1509,Kristen Quintrall,5591,Black Thomas
1510,Eric Mabius,5592,Brooke D'Orsay
1511,Rachel Hendrix,5593,Diana Vickers
133,Morgan Freeman,2179,Moises Arias
1425,Robert Shaw,3337,Paul Scofield
229,Robert Duvall,1370,William Holden
1512,Hattie McDaniel,5594,Thomas Mitchell
1513,Tom Cullen,5595,Marama Corlett
633,James Coburn,3324,Warren Oates
340,Snoop Dogg,764,Nicholas Gonzalez
1514,Keenan Wynn,5596,Betty Hutton
1515,Kayvan Novak,5597,Alex Macqueen
1516,Fernanda Montenegro,5598,Fernanda Torres
317,Michael Kelly,5101,Charlotte Sullivan
1517,Gladys Cooper,5599,Ellen Ross
1518,Alice Olivia Clarke,4526,Stephen Henderson
81,Dominic Cooper,145,James Corden
25,Liam Neeson,986,Aidan Quinn
1040,David Ogden Stiers,5600,Mike Farrell
1519,Brenda Vaccaro,5601,John McGiver
387,Tom Wilkinson,5602,Lesley Sharp
1520,Peter Graves,5603,Barbara Billingsley
507,Michael Jai White,5604,Jon Osbeck
627,Nia Long,482,Tony Cox
99,Jada Pinkett Smith,1041,Khandi Alexander
1521,Ta'Rhonda Jones,5066,Malik Yoba
642,George Kennedy,3449,Dorothy Lamour
1522,Slim Pickens,5414,L.Q. Jones
1523,John Forsythe,5605,Will Geer
1524,Colleen Dewhurst,5606,Beatrice Straight
876,Janet Leigh,2365,Shelley Winters
1525,Bernard Cribbins,5607,Clive Swift
1481,Julian Richings,4184,Ralph Ineson
1526,Joe Estevez,5608,Anthony Johnson
1527,John Mahoney,4089,Michael McGlone
243,Brendan Fraser,2572,Kevin J. O'Connor
1528,Ricardo Darín,5609,Guillermo Francella
967,Greg Nicotero,4960,Joseph Pilato
1529,Gideon Emery,5610,Derek Magyar
