source,source_label,target,target_label
1530,Ted Raimi,5611,Kassie Wesley DePaiva
1531,Wanda Sykes,2508,Robert Vaughn
434,Ian Ziering,5612,Cassandra Scerbo
1532,Elpidia Carrillo,5613,Damián Delgado
1533,Otto Jespersen,5614,Glenn Erland Tosterud
168,Frances Conroy,871,Kevin Sussman
192,Will Forte,3052,Rosemarie DeWitt
339,Zooey Deschanel,2638,Dallas Roberts
1022,Jordana Brewster,414,Scoot McNairy
1534,Diahann Carroll,5615,Lara Jean Chorostecki
1387,Alice Krige,5616,Blaine Anderson
481,Fisher Stevens,2045,Robert Townsend
1374,James Nesbitt,5617,Genevieve O'Reilly
1446,Teri Polo,769,Jere Burns
237,Michael Emerson,5618,Grey Griffin
1535,Jane Goodall,5619,Peter Agnefjall
1220,Bashar Rahal,5620,Ralitsa Paskaleva
464,Alexa PenaVega,1718,Lew Temple
1536,Chris Brochu,4441,Rita Wilson
170,Ray Winstone,5621,Glen Murphy
1164,Madeline Kahn,2771,Dick Van Patten
133,Morgan Freeman,5227,Romane Bohringer
14,Kevin Spacey,590,Ashley Williams
1537,Murray Bartlett,5622,Edward Conna
330,Anjelica Huston,4337,Jonah Bobo
9,J.K. Simmons,2349,Chris Mulkey
641,Alice Braga,5623,Alexandre Rodrigues
1226,Danny Dyer,4710,Shaun Parkes
1538,Corbin Bleu,5624,Luis Antonio
185,James Franco,729,Piper Laurie
1539,Thomas Bo Larsen,5625,Hana Shuan
84,Zack Ward,5626,Scott Schwartz
1540,Armando Riesco,3101,Eduardo Verástegui
1541,Roddy McDowall,5627,Timothy Van Patten
1332,Geoff Stults,2619,Josh Hopkins
1062,Samantha Morton,519,Miriam Margolyes
1542,François Bégaudeau,5628,Angélica Sancio
1173,John Cassavetes,5629,Charles Grodin
1543,Lee Marvin,2813,Vera Miles
940,Peter Gallagher,3039,Amy Irving
1544,Catalina Sandino Moreno,5630,Yenny Paola Vega
303,Goran Visnjic,5631,Mary Page Keller
503,Krista Allen,2148,Henry Rollins
723,John Belushi,2393,Tim Matheson
1545,Honor Blackman,3252,Lois Maxwell
1546,Sarah Gadon,1697,Caleb Landry Jones
1547,Donna Reed,5594,Thomas Mitchell
47,Kelly Macdonald,2109,Ewen Bremner
88,Bernie Mac,5296,Steve Harvey
1548,Sprague Grayden,1932,Micah Sloat
1374,James Nesbitt,975,Fionnula Flanagan
1253,Michael Moore,3905,Bill Clinton
217,Li Gong,3065,Ni Yan
1549,Clu Gulager,1281,Marshall Bell
486,Julian Sands,3175,Denholm Elliott
1550,Rhys Wakefield,2349,Chris Mulkey
1551,Danielle Kotch,1641,James Ransone
1552,Nancy O'Dell,5632,Dayna Devon
1553,Burl Ives,5633,Jack Carson
1554,Linda Harrison,5634,Victor Buono
614,Kevin Zegers,184,Michael Jeter
1555,Veronica Taylor,5635,Lisa Ortiz
1025,Tony Goldwyn,5636,Vincent Guastaferro
1370,William Holden,4791,Jack Hawkins
256,Ariana Richards,5637,Tonya Lee Williams
1556,Ed Lauter,4332,William Devane
1557,Fred MacMurray,5638,David White
1413,Kane Hodder,5639,Erin Gray
1558,Tamara Toumanova,5640,David Opatoshu
1129,Common,5641,Lauryn Hill
128,Michael Fassbender,2374,Ben Mendelsohn
574,Blair Underwood,5642,Bobby Brown
837,Omari Hardwick,1073,Mike Epps
1559,Shirley Jones,5643,Edward Andrews
1560,Maximilian Schell,1599,Spencer Tracy
795,Donald Faison,5644,Countess Vaughn
1561,Matthew Senreich,5645,Breckin Meyer
1489,Montgomery Clift,1712,Harry Carey Jr.
561,Mo'Nique,5646,Joyful Drake
1562,Seamus Davey-Fitzpatrick,5647,Athina Rachel Tsangari
1563,John Astin,3373,Kim Darby
1564,Angus Scrimm,5648,James Le Gros
260,Loretta Devine,3701,Clifton Powell
724,America Ferrera,4706,George Lopez
1501,Rachel Griffiths,5248,Luke Ford
1565,John Abraham,5649,Seema Biswas
616,Archie Panjabi,3246,Om Puri
1566,Callie Thorne,5650,David Heyman
1325,Indira Varma,3140,Rekha
51,Oliver Platt,5651,Ann Morgan Guilbert
1567,Peter Ostrum,5652,Julie Dawn Cole
486,Julian Sands,5653,Paula Marshall
1568,Kristy Swanson,1586,Dyan Cannon
104,Sam Shepard,5654,Richard Libertini
75,Matthew McConaughey,3039,Amy Irving
433,Julie Benz,5655,Jeff Conaway
64,Gary Oldman,5656,Courtney Love
1569,Greta Gerwig,5349,Vanessa Ray
626,Terry Pheto,1675,Rapulana Seiphemo
96,Philip Seymour Hoffman,584,Dylan Baker
1570,Eddie Griffin,5657,Robert Noble
4,Johnny Depp,2354,Michael Parks
1117,Min-sik Choi,5538,Hye-jeong Kang
1571,Robyn Lively,5658,Christopher Schmidt
610,Gregory Smith,5659,Molly Dunsworth
1572,Kevin Pollak,5660,Erick Elias
499,Bokeem Woodbine,5218,Robert Peters
1573,William Morgan Sheppard,1606,Brianna Brown
128,Michael Fassbender,5661,Jason Maza
1569,Greta Gerwig,4173,Zach Woods
934,Craig T. Nelson,3552,Megalyn Echikunwoke
399,Kirsten Dunst,5662,Andrew Rannells
1243,Danny Pino,2729,Zach Grenier
462,Virginia Madsen,5663,Lindsey Haun
1574,Michael Gross,5664,Bob Ross
642,George Kennedy,4754,Griffin Cleveland
1575,Susan Hampshire,5665,Tim Healy
1576,Alicja Bachleda,5666,Robert Stadlober
1577,Johnny Pacar,1426,Brendan Fehr
1578,Matt Cohen,1993,Noah Segan
1003,Gretchen Mol,5667,Peter Onorati
283,Michael Biehn,608,Rosanna Arquette
986,Aidan Quinn,5668,Jim Norton
779,Frank Grillo,2502,Aaron Yoo
1579,Neil Hopkins,5669,David Douglas
4,Johnny Depp,206,Anne Hathaway
372,Taylor Negron,1126,Talia Shire
1580,Tom Everett Scott,2898,Chris Kattan
1581,John Savage,5670,Emily Nelson
267,Christopher Meloni,70,Jack McBrayer
1582,French Stewart,5671,Olivia Alexander
507,Michael Jai White,5672,Jillian Murray
1543,Lee Marvin,1643,Carroll O'Connor
1229,Stephanie Szostak,5673,Salvatore Santone
1254,Noel Gugliemi,1035,Jason Priestley
1113,Julian Morris,1961,John Robinson
499,Bokeem Woodbine,5674,Brett Wagner
1583,Everett McGill,5675,Fabio Testi
180,Hayley Atwell,4168,Lily James
423,Mike Starr,3491,Frank Vincent
68,Judy Greer,2430,Shea Whigham
1516,Fernanda Montenegro,5676,Othon Bastos
1584,Ann-Margret,5594,Thomas Mitchell
1585,Anthony L. Fernandez,5677,Scott Evans
1586,Dyan Cannon,1519,Brenda Vaccaro
1587,Olivia Rose Keegan,5678,Mia Barron
1588,Greg Crowe,5679,Tempestt Bledsoe
755,Lee Remick,4740,Billie Whitelaw
1589,Cécile De France,5680,Oana Pellea
1590,Maeve Dermody,5681,Kelly Paterniti
1261,Q'orianka Kilcher,5682,Allegra Carpenter
1591,Isaac Hayes,5683,Elise Neal
1592,Nehemiah Persoff,5684,George Raft
1413,Kane Hodder,5685,William Butler
1593,Margaret Hamilton,5686,Billie Burke
1164,Madeline Kahn,1595,Teri Garr
1594,Megan Park,5687,Joe Dinicol
1478,Vidya Balan,1473,Jimmy Shergill
1212,Peter Fonda,5688,Vanessa Zima
1595,Teri Garr,5689,Hoyt Axton
1596,Bhavkhandan Singh Rakhra,5690,Diljit Dosanjh
1597,Iben Hjejle,5691,Casper Christensen
1543,Lee Marvin,1953,Jack Warden
1598,Rijk de Gooyer,5692,Henri Garcin
1599,Spencer Tracy,5693,Irene Dunne
1164,Madeline Kahn,2320,Harvey Korman
1600,Judie Aronson,5694,Kimberly Beck
1601,Joanna Kulig,5695,Agata Kulesza
1602,Rupert Graves,4628,Simon Callow
699,Joe Lo Truglio,810,Seymour Cassel
4,Johnny Depp,472,Clea DuVall
1603,Gerry Lopez,5696,Laird John Hamilton
1604,Karra Elejalde,5697,Bárbara Goenaga
1605,Jack Kao,3924,Zheng Xu
1606,Brianna Brown,5577,Beth Broderick
1347,Rita Moreno,5698,Cyd Charisse
1607,Joe Cross,5699,Amy Badberg
1608,Essence Atkins,2717,J.B. Smoove
1609,Barack Obama,5700,Dinesh D'Souza
800,Scout Taylor-Compton,397,Margot Kidder
36,Tom Hanks,553,Ethan Embry
1610,Tom Atkins,5701,Nancy Kyes
1541,Roddy McDowall,5702,Sal Mineo
1611,Patricia Neal,5703,Whit Bissell
1612,David Jason Perez,5704,Dana Hanna
66,Keanu Reeves,2704,Flea
1540,Armando Riesco,5705,Jill Flint
1613,Hanno Pöschl,5706,Dominik Castell
1614,Patrick Huard,5707,Jean Pierre Bergeron
855,Billy Crudup,3008,Mark Webber
1615,Joan Chen,5708,Jessica Hecht
1616,Satish Kaushik,5709,Tannishtha Chatterjee
284,Frank Langella,5710,Ana Gasteyer
678,Sarah Polley,5711,Amanda Plummer
848,Shailene Woodley,5712,Dayo Okeniyi
1033,William Hurt,5713,Michael Bower
1617,Bill Maher,5714,Steve Burg
1043,Larry David,3640,George W. Bush
751,Bruce McGill,4873,Tom Bower
285,Gary Cole,1729,Joel David Moore
1359,Katharine Ross,2208,George Harris
1618,Dustin Lance Black,5715,Gavin Newsom
223,Larry Miller,5716,Shriya Saran
1619,Benno Fürmann,5717,Sebastian Blomberg
1620,Leonor Varela,5718,Tenoch Huerta
933,Linda Cardellini,5719,Paul T. Taylor
1621,Ashley Scott,1005,Lochlyn Munro
363,Clifton Collins Jr.,957,David Masterson
453,Natasha Lyonne,3008,Mark Webber
88,Bernie Mac,2150,Andre Braugher
366,Marc Blucas,5720,Justine Waddell
1622,Anthony 'Citric' Campos,4175,David Herman
1623,Simon Merrells,5721,Kris Sommerville
1057,Stephen Graham,2299,Jack O'Connell
702,Julian Glover,5722,Bianca Brigitte VanDamme
1624,Esther Williams,5723,Red Skelton
1625,Jossara Jinaro,5724,Rene Rosado
553,Ethan Embry,2922,Alexandra Holden
1626,Agnes Moorehead,3480,Howard Keel
564,Tom Skerritt,3161,Luke Perry
510,Topher Grace,1055,Christopher Heyerdahl
175,Jon Lovitz,5725,Mindy Sterling
1627,Leopold Stokowski,1766,NA
220,Roy Scheider,4850,Tony Lo Bianco
1628,Nicole Smolen,5726,Ivette Alvarez
1629,Richard Brooker,5727,Catherine Parks
1630,Tiffany Helm,5728,Dominick Brascia
1178,Henry Thomas,46,A.J. Buckley
464,Alexa PenaVega,1230,Madison Pettis
1631,Brian Austin Green,5729,Linden Ashby
1632,Jessica Tandy,3516,Lionel Barrymore
1416,Jessica Lowndes,5730,Brad Schmidt
1633,Saeed Jaffrey,5731,Shobu Kapoor
629,Ryan Guzman,1823,Jason Ritter
1634,Rachel Skarsten,5732,Stefanie Drummond
1635,Myrna Loy,1464,Dana Andrews
93,Kelli Garner,2885,Brad Renfro
1636,Jørgen Langhelle,5733,Sven Nordin
1637,Michael Derek,5734,Brad Lee Wind
1638,Manuela Velasco,5735,Carlos Lasarte
445,Rosie Perez,5736,Cheyenne Haynes
1639,Travis Myers,3990,Carmen Argenziano
1640,Walter Hendrix III,5737,Louise Brealey
1641,James Ransone,5738,Shaun O'Hagan
1425,Robert Shaw,3252,Lois Maxwell
1642,Phoebe Legere,5739,Lisa Gaye
1643,Carroll O'Connor,5740,Crystal R. Fox
743,Woody Allen,5741,Mews Small
1644,Maika Monroe,5742,Jake Weary
743,Woody Allen,3492,Lynn Redgrave
229,Robert Duvall,5743,William Windom
1645,Vernon Wells,5744,Kjell Nilsson
912,Andy Lau,5745,Ho-Sung Pak
394,James Mason,3252,Lois Maxwell
1646,Alicia Goranson,5746,Jeannetta Arnette
1647,Eric Sheffer Stevens,5747,Adam Trese
1085,Sebastian Koch,4916,Martina Gedeck
1648,Ben Davies,5748,T.C. Stallings
1123,George C. Scott,2789,Murray Hamilton
1649,Hedy Lamarr,1954,Claudette Colbert
1650,Michel Robin,5749,Béatrice Bonifassi
1651,Michael Greyeyes,3418,Gary Farmer
165,Josh Hutcherson,5750,Daniel Tay
1652,Vernon Dobtcheff,5751,Marie Pillet
1653,Adriana Barraza,5752,Goya Toledo
188,Holly Hunter,1225,Kip Pardue
843,Dean Stockwell,5753,John Garfield
40,Jennifer Lawrence,5754,Lauren Sweetser
1654,Nicholas Aaron,5755,Joe Simpson
1655,Tyrone Power,3180,John Carradine
1656,Najarra Townsend,5756,Miranda July
112,Matt Damon,5757,Barney Frank
1657,Vanessa Lengies,3055,Jonny Weston
1658,Henry Silva,5758,Richard Portnow
9,J.K. Simmons,1254,Noel Gugliemi
250,David Oyelowo,5759,Sydelle Noel
221,Julia Roberts,574,Blair Underwood
1659,Kathleen Wilhoite,5760,Rose Marie
1660,Stephen Colbert,4643,Maria Thayer
960,Julie Christie,2716,Richard Briers
1661,Sook-Yin Lee,5761,Raphael Barker
1662,Ari Folman,5762,Zahava Solomon
1663,Noah Danby,5763,Bruce Newbold
1399,Campbell Scott,5764,Donald Rumsfeld
791,Alexander Skarsgård,5765,Austin Lyon
206,Anne Hathaway,5766,Debrah Farentino
1664,John F. Kennedy,5767,Neil Armstrong
239,Bruce Greenwood,209,Shirley Henderson
1364,Hugh M. Hefner,5768,Linda Lovelace
1665,Danny Aiello,5398,Ajay Naidu
1666,Alanna Ubach,171,Jamie Kennedy
1667,Matt Bennett,5769,Zack Pearlman
741,Christopher Lambert,5770,Jean-Hugues Anglade
89,Robin Williams,284,Frank Langella
1668,Jess Weixler,5771,John Hensley
1669,Jeffrey Falcon,5772,Kim De Angelo
1670,Karisma Kapoor,5773,Shakti Kapoor
1671,Paul Kaye,5774,Kate Magowan
16,Peter Dinklage,346,Romany Malco
215,Bob Hoskins,5775,Karl Collins
282,Jeremy Irvine,4171,Matt Craven
158,Joe Morton,2711,Salli Richardson-Whitfield
1312,Saif Ali Khan,5776,Javed Jaffrey
294,Vincent Pastore,5777,Chuck Zito
1466,Alex Kendrick,2240,Tiya Sircar
222,Anna Kendrick,5778,Charly Bivona
1672,Merritt Wever,2328,Paul Adelstein
1328,Melinda Clarke,5779,Sarah Douglas
38,Jason Statham,533,Dane Cook
1673,Brad William Henke,5780,Michelle Hurst
781,Martin Starr,2391,Chris Penn
1674,Jordi Vilasuso,5781,Kaiwi Lyman-Mersereau
128,Michael Fassbender,1850,Lorraine Stanley
640,Frances Fisher,3831,Marlene Forte
1318,MyAnna Buring,5782,Silvia Colloca
1675,Rapulana Seiphemo,5783,Robert Hobbs
108,Colin Salmon,316,Ian McNeice
1676,Mackenzie Gray,5784,Ashleigh Gryzko
1677,Peter McQuinn,5785,Jemma Curran
1678,Daniel Baldwin,4852,Marc Macaulay
1679,Alice Cooper,5786,Louis Walsh
743,Woody Allen,5532,Louise Lasser
1680,Paul Sheehan,5787,Kathy Uyen
764,Nicholas Gonzalez,5788,Ricardo Chavira
1681,Steven Weber,2860,Amy Yasbeck
1682,Rita Hayworth,5789,Ted de Corsia
1683,Mircea Monroe,736,Robert Pine
43,Jake Gyllenhaal,5790,Mark Rolston
1254,Noel Gugliemi,635,Matt Lucas
1684,Sunil Narkar,4721,Glenn Howerton
1685,Kate Maberly,3683,Paul Williams
941,Sally Hawkins,5134,Peter Hermann
21,Christopher Lee,5791,Karin Dor
1686,Jon Mack,5792,Josh Meyers
1687,Buster Keaton,5793,Phil Silvers
1253,Michael Moore,5794,Steve Earle
862,William McNamara,30,Glenn Morshower
1688,Trenton Rostedt,5795,Dave Sheridan
614,Kevin Zegers,2708,Tom Arnold
1689,Melissa Bolona,5796,James Chalke
66,Keanu Reeves,4524,Ione Skye
268,Peter Coyote,1182,Jon Gries
1690,Paul McGillion,5797,David Lewis
35,Ryan Reynolds,5798,Erik Palladino
931,Craig Roberts,941,Sally Hawkins
1691,Khalid Abdalla,5799,Aida Elkashef
1692,Karl E. Landler,469,Pierre Perrier
56,Chloë Grace Moretz,4623,Portia Doubleday
1693,Lauren Gottlieb,5800,Prabhudheva
4,Johnny Depp,4571,Amanda Wyss
1694,Paul McGill,5801,Jean-Louis Blondeau
1695,Siobhan Marshall,5802,Rachel Nash
1696,Logan Browning,666,Faizon Love
1697,Caleb Landry Jones,5803,Patrick Fabian
939,Kristin Scott Thomas,4829,Anne-Marie Duff
376,Marlon Brando,5804,Kim Hunter
1123,George C. Scott,1514,Keenan Wynn
1698,Damián Alcázar,249,Pedro Armendáriz Jr.
309,Quvenzhané Wallis,5805,Dwight Henry
1541,Roddy McDowall,5806,Claude Akins
986,Aidan Quinn,3392,Jane Adams
1699,Donna Murphy,4394,Michael Chernus
1700,Hansika Motwani,5807,Brahmanandam
400,Quentin Tarantino,5808,Donald Trump
29,Steve Buscemi,1182,Jon Gries
1701,Tshewang Dendup,5809,Sonam Kinga
306,Clint Eastwood,5810,Alan Hale Jr.
1702,Humphrey Bogart,5804,Kim Hunter
1703,George Newbern,2581,Cas Anvar
1704,Kimberley Crossman,5811,Bree Williamson
1580,Tom Everett Scott,5812,Nicholas Carella
1705,Christian Keyes,1969,Tatyana Ali
915,Moritz Bleibtreu,5813,Armin Rohde
1706,James Duval,1817,Nora Zehetner
583,Natasha Henstridge,5814,Erin Pitt
1707,Matthew Alan,5815,Circus-Szalewski
724,America Ferrera,3011,Kate del Castillo
1541,Roddy McDowall,5816,John Randolph
387,Tom Wilkinson,125,Karen Allen
1708,Sarah Butler,5817,Daniel Franzese
1709,Ally Walker,2774,Jeremy Northam
208,Paddy Considine,5818,Dean Andrews
1710,Nawazuddin Siddiqui,4814,Lillete Dubey
209,Shirley Henderson,1494,Stephanie Leonidas
1711,Jean Arthur,3516,Lionel Barrymore
1489,Montgomery Clift,3203,Deborah Kerr
1712,Harry Carey Jr.,5819,Victor McLaglen
1713,Shawnee Smith,4252,Anthony Reynolds
1570,Eddie Griffin,5820,Marla Gibbs
1608,Essence Atkins,5679,Tempestt Bledsoe
1714,Yasmine Al Massri,5821,Nadine Labaki
530,Stephen Rea,5822,Alejandro Furth
1715,Ohad Knoller,5823,Yousef 'Joe' Sweid
45,Harrison Ford,5824,Cindy Williams
1716,Annabelle Wallis,3395,Bhoomika Chawla
529,Catherine Deneuve,5825,Michel Bouquet
68,Judy Greer,3178,Nicky Katt
1717,Dustin Ingram,5826,Samuel Davis
98,Ty Burrell,484,Mekhi Phifer
1718,Lew Temple,4620,Eddie Jemison
1000,Bolo Yeung,5827,Ken Siu
1024,Claude Rains,5594,Thomas Mitchell
172,Rosario Dawson,5828,Justin Pierce
1719,William Baldwin,5829,Owen Kline
1720,Scott Cohen,5830,Brian Stepanek
1146,Honglei Sun,5155,Dahong Ni
1721,Matthew Ziff,5831,Sam Medina
1722,Norman Lloyd,5832,Leo G. Carroll
239,Bruce Greenwood,678,Sarah Polley
330,Anjelica Huston,2910,Jan-Michael Vincent
630,Lin Shaye,5833,Philip Friedman
155,Del Zamora,5834,Miguel Sandoval
1528,Ricardo Darín,5835,Leticia Brédice
1723,Ami Ayalon,5836,Yaakov Peri
1724,Beau Bridges,5837,Ryan McDonald
1725,Donald Glover,131,Scott Porter
1213,Eric Stoltz,5770,Jean-Hugues Anglade
353,Ryan Gosling,5838,Summer Phoenix
582,Michael Angarano,2217,Tom Noonan
1726,Ward G. Smith,5839,Malone Thomas
1727,Paul Guilfoyle,5228,Larry Fessenden
1728,Jessy Schram,4228,Joey Slotnick
332,Dorian Missick,3131,Evan Ross
1729,Joel David Moore,5840,Joel Murray
1730,Paulette Goddard,5841,Fred Malatesta
511,Brian Dennehy,4419,Bonnie Hunt
1530,Ted Raimi,5842,Timothy Patrick Quill
71,Vivica A. Fox,4810,Garrett Morris
1731,Jay Mohr,5402,David Alan Grier
740,Rip Torn,5843,Darren E. Burrows
1732,Brian Lee Franklin,5844,Ronnie Lazaro
1299,Stephen McHattie,1832,Boyd Banks
58,Jimmy Bennett,4730,Matthew Lawrence
1733,Angela Sarafyan,5845,Michael Elian
1319,Sid Haig,1372,Michael Berryman
1734,Morgana O'Reilly,5846,Cameron Rhodes
1735,Lee Scott,5847,Matt Hunter
1736,Nicole Muñoz,5848,Kyla Wise
152,Chazz Palminteri,612,Paul Sorvino
1737,Monica Barladeanu,5849,Martin Hancock
1738,Ashanti,5850,John DeSantis
1739,Brighton Sharbino,3275,Tim Guinee
1740,Katrina Law,4781,Michael Paré
59,Tom Cruise,250,David Oyelowo
1741,Timothy Hutton,5851,Lydia Hearst
508,Rudy Youngblood,5852,Kiowa Gordon
1742,Adriana Caselotti,5853,Lucille La Verne
1465,Mía Maestro,5854,María Alche
1743,Brigitte Bardot,1545,Honor Blackman
1744,Zak Penn,5855,John Bailey
310,Lea Thompson,5856,Cullen Douglas
1745,Camren Bicondova,5857,Chasty Ballesteros
1084,Mathieu Amalric,5858,Laurent Poitrenaux
1746,Jessica Szohr,5859,Angela Jones
1747,Burgess Meredith,5860,Burt Ward
38,Jason Statham,2835,Dexter Fletcher
374,Barry Corbin,2324,Ned Beatty
1748,Karl Malden,1766,NA
1749,Ulrich Thomsen,5861,Trine Dyrholm
29,Steve Buscemi,535,Carol Kane
1750,Long Nguyen,5862,Cat Ly
324,Eric Dane,268,Peter Coyote
1299,Stephen McHattie,3724,Georgina Reilly
102,Bruce Willis,4371,Carrie Preston
1751,James Morrison,5863,Kristen Cloke
1752,Elina Abai Kyzy,5864,Mirlan Abdulayev
1753,Maury Chaykin,5865,Tim Choate
68,Judy Greer,482,Tony Cox
1401,Abhishek Bachchan,5866,Samantha McLeod
1754,Noureen DeWulf,5867,Matt Crabtree
198,Bella Thorne,3423,Christopher Atkins
448,Laurence Olivier,3381,George Sanders
1755,Betsy Palmer,5868,Amy Steel
1756,Ray Milland,5869,Frank Faylen
1037,Daniel Stern,2742,Sam McMurray
1254,Noel Gugliemi,5870,Jorge Diaz
1757,Vic Mignogna,1395,Anupam Kher
767,Joseph Cotten,5871,Will Wright
1541,Roddy McDowall,5872,Barry Fitzgerald
753,Mary Lynn Rajskub,4953,Paul Sparks
302,Rami Malek,5873,Felicia Pearson
940,Peter Gallagher,5874,Steven Brill
237,Michael Emerson,1713,Shawnee Smith
1758,Geoffrey Arend,4968,Jay Chandrasekhar
1759,Zuhair Haddad,5875,Ben Youcef
1760,Ximena Ayala,5876,José Manuel Orozco Angulo
66,Keanu Reeves,4262,Juan Riedinger
1219,Naseeruddin Shah,4814,Lillete Dubey
94,Matthew Broderick,1796,Gaby Hoffmann
1761,Jerry Mathers,1462,Royal Dano
102,Bruce Willis,332,Dorian Missick
453,Natasha Lyonne,679,Eddie Cibrian
71,Vivica A. Fox,2459,Scott Elrod
400,Quentin Tarantino,2391,Chris Penn
1762,Spring Byington,5877,Gale Sondergaard
306,Clint Eastwood,5878,Enzo Petito
1763,Alex Huszar,5879,Luis Miranda
1764,Jason Marsden,5880,Eric Lange
1765,Lemmy,5881,Zoë Poledouris
1766,NA,1766,NA
89,Robin Williams,449,Jonathan Winters
1767,Déborah Révy,5882,Yassine Azzouz
1768,Nataniel Sánchez,5883,Juan Carlos Montoya
615,Marley Shelton,5884,Jim Cody Williams
1769,Rich Ceraulo,4291,Vanessa Lee Chester
1770,Errol Flynn,1762,Spring Byington
1372,Michael Berryman,5885,Michael Eisner
1771,Christie Burke,5886,Chelsey Reist
1666,Alanna Ubach,5887,Brittney Powell
1772,Redd Foxx,5888,Calvin Lockhart
862,William McNamara,2188,Patrick Muldoon
1773,Seregon O'Dassey,5889,Dustin Diamond
35,Ryan Reynolds,1657,Vanessa Lengies
208,Paddy Considine,5890,George Newton
1774,Richard Cawthorne,3238,Lucy Fry
1775,Terry Kiser,5891,Susan Tyrrell
1766,NA,1766,NA
1776,Sarah Murphy-Dyson,5892,Brent Neale
1777,Sean Cameron Michael,5893,Jeanne Neilson
1778,Chris Gauthier,5894,Eva Bourne
1779,Iko Uwais,5895,Donny Alamsyah
1577,Johnny Pacar,5896,Matthew R. Anderson
1780,Piero Maggiò,5897,Joe Marino
1702,Humphrey Bogart,5898,Conrad Veidt
1781,Talia Zucker,5899,Martin Sharpe
1277,Ranbir Kapoor,5900,Gauhar Khan
1011,Bruce Dern,5901,Jesse Vint
240,Sylvester Stallone,3386,Carl Weathers
1782,Christopher Abbott,5902,Gitte Witt
160,Jamie Lee Curtis,876,Janet Leigh
27,Albert Finney,5903,Hugh Griffith
1783,Shelley Hennig,5904,Heather Sossaman
161,Robert De Niro,2486,Peter Boyle
660,Patrick Macnee,3095,Dee Wallace
1784,Ursula Andress,3252,Lois Maxwell
375,Jesse McCartney,2180,Jonathan Sadowski
1785,Andrew Robinson,5905,Clare Higgins
1786,Benjamin A. Onyango,5906,Maria Canals-Barrera
1113,Julian Morris,3121,Lindy Booth
1787,Hiroshi Abe,5907,Sakae Kimura
353,Ryan Gosling,648,John Doman
614,Kevin Zegers,5908,Paul Borghese
1788,Fernanda Andrade,2762,Brian Johnson
1007,Charles Napier,5909,Harrison Page
1789,James Drury,5910,Debra Paget
1790,Billy West,1766,NA
